ProsperRating_numeric	AverageDTI	AverageSMI	AverageOCL	AverageCS	AverageInquiries	AverageRCB
1	0.376266078647556	4350.00004594653	8.47611172363102	682.829658213892	1.94854832782065	10057.822124219
2	0.289529496923634	4708.10097720545	8.81976112920738	670.01152129328	1.48317046688382	10599.9254433587
3	0.269085569785464	4970.86860673815	8.71620849987764	687.535728852272	1.14275226364304	11048.6482584224
4	0.271193645610951	5445.65686089715	9.67681778224287	697.839821675248	0.924149190003767	13479.2493407007
5	0.237386255751114	5950.59783587855	9.63353538304243	715.219710801139	0.72401957204411	13837.3411232016
6	0.216796306440254	6260.26042726716	9.82635573988575	739.203419672901	0.586978636826043	13953.1855387746
7	0.17388785046729	7154.26490134953	9.82035306334372	784.390965732087	0.465420560747664	12977.3817237799
